--Category(test start)start--,
test start, (Added: 2024-01-01), <-- reason: test start,
ogmuxbone710, (Added: 2026-03-22), <-- reason: lts a main \ lts a pure - crashing cc - entire clan banned,
ohwheatbread, (Added: 2026-03-22), <-- reason: lts a main \ lts a pure - crashing cc - entire clan banned,
ol blackass, (Added: 2026-03-22), <-- reason: lts a main \ lts a pure - crashing cc - entire clan banned,
oopie goopie, (Added: 2026-03-22), <-- reason: lts a main \ lts a pure - crashing cc - entire clan banned,
opus ronin, (Added: 2026-03-22), <-- reason: lts a main \ lts a pure - crashing cc - entire clan banned,
oshiet, (Added: 2026-03-22), <-- reason: lts a main \ lts a pure - crashing cc - entire clan banned,
OSRS Penguin, (Added: 2026-03-22), <-- reason: lts a main \ lts a pure - crashing cc - entire clan banned,
p0wk, (Added: 2026-03-22), <-- reason: lts a main \ lts a pure - crashing cc - entire clan banned,
Papa Bonar, (Added: 2026-03-22), <-- reason: lts a main \ lts a pure - crashing cc - entire clan banned,
payne487, (Added: 2026-03-22), <-- reason: lts a main \ lts a pure - crashing cc - entire clan banned,
pieboverlord, (Added: 2026-03-22), <-- reason: lts a main \ lts a pure - crashing cc - entire clan banned,
pimp giddy, (Added: 2026-03-22), <-- reason: lts a main \ lts a pure - crashing cc - entire clan banned,
pleboverlord, (Added: 2026-03-22), <-- reason: lts a main \ lts a pure - crashing cc - entire clan banned,
popeofbacon, (Added: 2026-03-22), <-- reason: lts a main \ lts a pure - crashing cc - entire clan banned,
popeye2468, (Added: 2026-03-22), <-- reason: lts a main \ lts a pure - crashing cc - entire clan banned,
Poser Man, (Added: 2026-03-22), <-- reason: lts a main \ lts a pure - crashing cc - entire clan banned,
postraveblus, (Added: 2026-03-22), <-- reason: lts a main \ lts a pure - crashing cc - entire clan banned,
promios, (Added: 2026-03-22), <-- reason: lts a main \ lts a pure - crashing cc - entire clan banned,
PSYCHlC, (Added: 2026-03-22), <-- reason: lts a main \ lts a pure - crashing cc - entire clan banned,
Pure Pookiey, (Added: 2026-03-22), <-- reason: lts a main \ lts a pure - crashing cc - entire clan banned,
q u r k, (Added: 2026-03-22), <-- reason: lts a main \ lts a pure - crashing cc - entire clan banned,
quacknana, (Added: 2026-03-22), <-- reason: lts a main \ lts a pure - crashing cc - entire clan banned,
rabbi jr, (Added: 2026-03-22), <-- reason: lts a main \ lts a pure - crashing cc - entire clan banned,
ranarrxxkush, (Added: 2026-03-22), <-- reason: lts a main \ lts a pure - crashing cc - entire clan banned,
reloadingBTC, (Added: 2026-03-22), <-- reason: lts a main \ lts a pure - crashing cc - entire clan banned,
reorganize, (Added: 2026-03-22), <-- reason: lts a main \ lts a pure - crashing cc - entire clan banned,
replyka1 ttv, (Added: 2026-03-22), <-- reason: lts a main \ lts a pure - crashing cc - entire clan banned,
reseescup, (Added: 2026-03-22), <-- reason: lts a main \ lts a pure - crashing cc - entire clan banned,
rh elevated, (Added: 2026-03-22), <-- reason: lts a main \ lts a pure - crashing cc - entire clan banned,
Rokun, (Added: 2026-03-22), <-- reason: lts a main \ lts a pure - crashing cc - entire clan banned,
rude scape, (Added: 2026-03-22), <-- reason: lts a main \ lts a pure - crashing cc - entire clan banned,
runna runna, (Added: 2026-03-22), <-- reason: lts a main \ lts a pure - crashing cc - entire clan banned,
rx dabber, (Added: 2026-03-22), <-- reason: lts a main \ lts a pure - crashing cc - entire clan banned,
ryangosling, (Added: 2026-03-22), <-- reason: lts a main \ lts a pure - crashing cc - entire clan banned,
s1rbananas, (Added: 2026-03-22), <-- reason: lts a main \ lts a pure - crashing cc - entire clan banned,
sadpeaa, (Added: 2026-03-22), <-- reason: lts a main \ lts a pure - crashing cc - entire clan banned,
Schorlos, (Added: 2026-03-22), <-- reason: lts a main \ lts a pure - crashing cc - entire clan banned,
sekondz, (Added: 2026-03-22), <-- reason: lts a main \ lts a pure - crashing cc - entire clan banned,
sensorflow, (Added: 2026-03-22), <-- reason: lts a main \ lts a pure - crashing cc - entire clan banned,
sexymalik, (Added: 2026-03-22), <-- reason: lts a main \ lts a pure - crashing cc - entire clan banned,
sgthuzi, (Added: 2026-03-22), <-- reason: lts a main \ lts a pure - crashing cc - entire clan banned,
shaba1223, (Added: 2026-03-22), <-- reason: lts a main \ lts a pure - crashing cc - entire clan banned,
shimmerniite, (Added: 2026-03-22), <-- reason: lts a main \ lts a pure - crashing cc - entire clan banned,
SillyPhilly, (Added: 2026-03-22), <-- reason: lts a main \ lts a pure - crashing cc - entire clan banned,
Sip1Life, (Added: 2026-03-22), <-- reason: lts a main \ lts a pure - crashing cc - entire clan banned,
sir dubbin, (Added: 2026-03-22), <-- reason: lts a main \ lts a pure - crashing cc - entire clan banned,
sithslowbro, (Added: 2026-03-22), <-- reason: lts a main \ lts a pure - crashing cc - entire clan banned,
SithVibes, (Added: 2026-03-22), <-- reason: lts a main \ lts a pure - crashing cc - entire clan banned,
skeletor93, (Added: 2026-03-22), <-- reason: lts a main \ lts a pure - crashing cc - entire clan banned,
sleepusheep, (Added: 2026-03-22), <-- reason: lts a main \ lts a pure - crashing cc - entire clan banned,
smallman818, (Added: 2026-03-22), <-- reason: lts a main \ lts a pure - crashing cc - entire clan banned,
smol psychic, (Added: 2026-03-22), <-- reason: lts a main \ lts a pure - crashing cc - entire clan banned,
snakeboy93, (Added: 2026-03-22), <-- reason: lts a main \ lts a pure - crashing cc - entire clan banned,
snakegirl066, (Added: 2026-03-22), <-- reason: lts a main \ lts a pure - crashing cc - entire clan banned,
sourhoux, (Added: 2026-03-22), <-- reason: lts a main \ lts a pure - crashing cc - entire clan banned,
south arcade, (Added: 2026-03-22), <-- reason: lts a main \ lts a pure - crashing cc - entire clan banned,
sp1derk1ng13, (Added: 2026-03-22), <-- reason: lts a main \ lts a pure - crashing cc - entire clan banned,
SPee215, (Added: 2026-03-22), <-- reason: lts a main \ lts a pure - crashing cc - entire clan banned,
Squidington, (Added: 2026-03-22), <-- reason: lts a main \ lts a pure - crashing cc - entire clan banned,
Stank Cheek, (Added: 2026-03-22), <-- reason: lts a main \ lts a pure - crashing cc - entire clan banned,
SteezeeBaby, (Added: 2026-03-22), <-- reason: lts a main \ lts a pure - crashing cc - entire clan banned,
stratostatic, (Added: 2026-03-22), <-- reason: lts a main \ lts a pure - crashing cc - entire clan banned,
strokunis, (Added: 2026-03-22), <-- reason: lts a main \ lts a pure - crashing cc - entire clan banned,
stynk0sdilf, (Added: 2026-03-22), <-- reason: lts a main \ lts a pure - crashing cc - entire clan banned,
suckin zenis, (Added: 2026-03-22), <-- reason: lts a main \ lts a pure - crashing cc - entire clan banned,
suffer127, (Added: 2026-03-22), <-- reason: lts a main \ lts a pure - crashing cc - entire clan banned,
Sup Im God, (Added: 2026-03-22), <-- reason: lts a main \ lts a pure - crashing cc - entire clan banned,
SuperTbird, (Added: 2026-03-22), <-- reason: lts a main \ lts a pure - crashing cc - entire clan banned,
swed durp, (Added: 2026-03-22), <-- reason: lts a main \ lts a pure - crashing cc - entire clan banned,
swisher412, (Added: 2026-03-22), <-- reason: lts a main \ lts a pure - crashing cc - entire clan banned,
swordguy617, (Added: 2026-03-22), <-- reason: lts a main \ lts a pure - crashing cc - entire clan banned,
tbonewalker, (Added: 2026-03-22), <-- reason: lts a main \ lts a pure - crashing cc - entire clan banned,
temp noobie, (Added: 2026-03-22), <-- reason: lts a main \ lts a pure - crashing cc - entire clan banned,
tensorpro, (Added: 2026-03-22), <-- reason: lts a main \ lts a pure - crashing cc - entire clan banned,
TharpsGaming, (Added: 2026-03-22), <-- reason: lts a main \ lts a pure - crashing cc - entire clan banned,
the2leonidas, (Added: 2026-03-22), <-- reason: lts a main \ lts a pure - crashing cc - entire clan banned,
threehelms, (Added: 2026-03-22), <-- reason: lts a main \ lts a pure - crashing cc - entire clan banned,
tiger1822, (Added: 2026-03-22), <-- reason: lts a main \ lts a pure - crashing cc - entire clan banned,
tinastots, (Added: 2026-03-22), <-- reason: lts a main \ lts a pure - crashing cc - entire clan banned,
Titos, (Added: 2026-03-22), <-- reason: lts a main \ lts a pure - crashing cc - entire clan banned,
tj2900, (Added: 2026-03-22), <-- reason: lts a main \ lts a pure - crashing cc - entire clan banned,
Tofikisu2, (Added: 2026-03-22), <-- reason: lts a main \ lts a pure - crashing cc - entire clan banned,
TOMMY PICKLZ, (Added: 2026-03-22), <-- reason: lts a main \ lts a pure - crashing cc - entire clan banned,
topoppstone, (Added: 2026-03-22), <-- reason: lts a main \ lts a pure - crashing cc - entire clan banned,
traded u, (Added: 2026-03-22), <-- reason: lts a main \ lts a pure - crashing cc - entire clan banned,
trikruu, (Added: 2026-03-22), <-- reason: lts a main \ lts a pure - crashing cc - entire clan banned,
trippykitt, (Added: 2026-03-22), <-- reason: lts a main \ lts a pure - crashing cc - entire clan banned,
TTVdimmadome, (Added: 2026-03-22), <-- reason: lts a main \ lts a pure - crashing cc - entire clan banned,
Tw3rk 4 cash, (Added: 2026-03-22), <-- reason: lts a main \ lts a pure - crashing cc - entire clan banned,
Tyrone, (Added: 2026-03-22), <-- reason: lts a main \ lts a pure - crashing cc - entire clan banned,
UIM Psychic, (Added: 2026-03-22), <-- reason: lts a main \ lts a pure - crashing cc - entire clan banned,
undyingstone, (Added: 2026-03-22), <-- reason: lts a main \ lts a pure - crashing cc - entire clan banned,
unholymaster, (Added: 2026-03-22), <-- reason: lts a main \ lts a pure - crashing cc - entire clan banned,
unlmtd lord, (Added: 2026-03-22), <-- reason: lts a main \ lts a pure - crashing cc - entire clan banned,
Vanduril, (Added: 2026-03-22), <-- reason: lts a main \ lts a pure - crashing cc - entire clan banned,
verac obamna, (Added: 2026-03-22), <-- reason: lts a main \ lts a pure - crashing cc - entire clan banned,
VeryJuicyBro, (Added: 2026-03-22), <-- reason: lts a main \ lts a pure - crashing cc - entire clan banned,
vio mucked u, (Added: 2026-03-22), <-- reason: lts a main \ lts a pure - crashing cc - entire clan banned,
vthefremenik, (Added: 2026-03-22), <-- reason: lts a main \ lts a pure - crashing cc - entire clan banned,
vxvrxel, (Added: 2026-03-22), <-- reason: lts a main \ lts a pure - crashing cc - entire clan banned,
w blossom, (Added: 2026-03-22), <-- reason: lts a main \ lts a pure - crashing cc - entire clan banned,
W Bubbles, (Added: 2026-03-22), <-- reason: lts a main \ lts a pure - crashing cc - entire clan banned,
W Buttercup, (Added: 2026-03-22), <-- reason: lts a main \ lts a pure - crashing cc - entire clan banned,
wanders off, (Added: 2026-03-22), <-- reason: lts a main \ lts a pure - crashing cc - entire clan banned,
whynottttcam, (Added: 2026-03-22), <-- reason: lts a main \ lts a pure - crashing cc - entire clan banned,
Wuni Shuikan, (Added: 2026-03-22), <-- reason: lts a main \ lts a pure - crashing cc - entire clan banned,
x0mezm0x0, (Added: 2026-03-22), <-- reason: lts a main \ lts a pure - crashing cc - entire clan banned,
xellen degen, (Added: 2026-03-22), <-- reason: lts a main \ lts a pure - crashing cc - entire clan banned,
xguava, (Added: 2026-03-22), <-- reason: lts a main \ lts a pure - crashing cc - entire clan banned,
xMarp, (Added: 2026-03-22), <-- reason: lts a main \ lts a pure - crashing cc - entire clan banned,
xNectarine, (Added: 2026-03-22), <-- reason: lts a main \ lts a pure - crashing cc - entire clan banned,
xx biggz xx, (Added: 2026-03-22), <-- reason: lts a main \ lts a pure - crashing cc - entire clan banned,
yukmouth 13, (Added: 2026-03-22), <-- reason: lts a main \ lts a pure - crashing cc - entire clan banned,
zwug, (Added: 2026-03-22), <-- reason: lts a main \ lts a pure - crashing cc - entire clan banned,
--Category(The Ham Clan)end--,

--Category(Trolling in FC)start--,
2quickbun, (Added: 2026-02-28), <-- reason: flaming ranks,
again drigoo, (Added: Unknown Date), <-- reason: No reason provided.,
Ali the Gay, (Added: 2026-01-21), <-- reason: Alt of Sixty N9ne,
by8y, (Added: 2026-04-01), <-- reason: Fragging without calling - after multiple chances and unban by krill,
Camel seller, (Added: 2026-01-21), <-- reason: ALT Of Sixty N9ne,
cmon rodrigo, (Added: Unknown Date), <-- reason: No reason provided.,
DF Pauley420, (Added: 2026-03-30), <-- reason: Trolling in fc - making stupid calls and not listening to ranks [Alt of: Soggy Sniff],
diddy_0il, (Added: 2026-03-06), <-- reason: trolling fc,
DikkeTeef99, (Added: 2026-03-15), <-- reason: trolling in fc - calling ranks mongool (dutch for downie) [Proof: evidence/chubi_chu/chubi_chu_20260316_005058.png],
DrigooJo, (Added: Unknown Date), <-- reason: No reason provided.,
eterna1soul, (Added: 2026-03-23), <-- reason: Threatening to bring clan to crash [Proof: evidence/eterna1soul/eterna1soul_20260323_020342.png],
Femboy Furry, (Added: 2026-03-22), <-- reason: Trolling in FC [Proof: evidence/femboy furry/femboy furry_20260322_044113.png],
Gedetineerd, (Added: 2026-04-19), <-- reason: Trolling fc - going to mid immediately and trolling as taxi [Alt of: HC Deadgame],
gingers, (Added: 2026-04-08), <-- reason: talking back to ranks not following rules see image [Proof: evidence/gingers/gingers_20260408_184245.png],
GTA5 Tryhard, (Added: 2026-03-22), <-- reason: Trolling android in fc,
Guthix Candy, (Added: 2026-03-30), <-- reason: Saying "B42" constantly during rules like df pauley420 [Alt of: DF Pauley420],
Hc Deadgame, (Added: 2026-04-19), <-- reason: Faking taxi to ruin games - using N bomb in public [Proof: evidence/hc_deadgame/hc_deadgame_20260419_222641.png],
Henk zeebads, (Added: 2026-02-09), <-- reason: troll,
honestly nvm, (Added: 2026-02-16), <-- reason: Troll - do not remove,
ifdra, (Added: 2026-01-24), <-- reason: Trolling dd not listening to ranks,
im onlyraw, (Added: 2026-03-16), <-- reason: JOY WORLD & im onlyraw <- flaming cc after interrupting mid banned in disc ticket 2003,
itssammy11, (Added: 2026-02-05), <-- reason: Vegetable - unban if he appeals on disc only,
JACKCRAWF0RD, (Added: 2026-05-31), <-- reason: Spamming in FC [Proof: evidence/jackcrawf0rd/jackcrawf0rd_20260531_235316.png],
John Kreese, (Added: 2026-06-05), <-- reason: Talking about "poop" constantly after warning, then proceeding in public after being removed - troll [Proof: evidence/john kreese/john kreese_20260605_001241.png],
kaqqe, (Added: 2026-03-20), <-- reason: Not listening to ranks, dumping without calling, calling out of order,
Kraaaves, (Added: Unknown Date), <-- reason: No reason provided.,
leasti, (Added: 2026-02-25), <-- reason: Gold farmer / Pakistani - Trolling games with cades,
Lee Kebuttho, (Added: 2026-02-12), <-- reason: Trolling in chat,
Maggibuu1, (Added: Unknown Date), <-- reason: No reason,
Memock12, (Added: 2026-02-06), <-- reason: Trolling - no intention to play properly,
mrgluten, (Added: 2026-01-02), <-- reason: , Iron Rice, Crashing games and trolling,
Mut3dmain, (Added: Unknown Date), <-- reason: advertising spellbound cc,.,
Neeks470, (Added: 2026-04-19), <-- reason: dragging avatar away from DD [Proof: evidence/neeks470/neeks470_20260419_204113.png],
NoDadSTOPit, (Added: 2026-02-10), <-- reason: No intention to play by rules,
NoEscapez, (Added: 2026-01-24), <-- reason: ALt of Ifdra (trolling and crashing fc),
NPC on DMT, (Added: 2026-03-14), <-- reason: disrespectful to ranks and arguing in chat / public [Proof: evidence/npc_on_dmt/npc_on_dmt_20260315_095041.png],
omg rodrigo, (Added: Unknown Date), <-- reason: No reason provided.,
Please Rod, (Added: Unknown Date), <-- reason: No reason provided.,
pseudrodrigo, (Added: Unknown Date), <-- reason: No reason provided.,
real trash1, (Added: 2026-01-21), <-- reason: Alt of Sixty N9ne,
rezrange, (Added: Unknown Date), <-- reason: No reason provided.,
rezzedps, (Added: Unknown Date), <-- reason: No reason provided.,
Rods Gimp, (Added: Unknown Date), <-- reason: No reason provided.,
